Número do Bem,Motivo
1155533600218,Falha na requisição HTTP
1155533600226,Falha na requisição HTTP
1155533600234,Falha na requisição HTTP
1155533600307,Falha na requisição HTTP
1155533600366,Falha na requisição HTTP
1155533600374,Falha na requisição HTTP
1155533600382,Falha na requisição HTTP
1155533600390,Falha na requisição HTTP
1155533600404,Falha na requisição HTTP
1155533600412,Falha na requisição HTTP
1155533600420,Falha na requisição HTTP
1155533600439,Falha na requisição HTTP
1155533600447,Falha na requisição HTTP
1155533600455,Falha na requisição HTTP
1155533600471,Falha na requisição HTTP
1155533600480,Falha na requisição HTTP
1155533600498,Falha na requisição HTTP
8555519900548,Falha na requisição HTTP
8039500327423,Falha na requisição HTTP
8555535846145,Falha na requisição HTTP
8444428414819,Falha na requisição HTTP
1155533600013,Falha na requisição HTTP
1155533600340,Falha na requisição HTTP
1155533600358,Falha na requisição HTTP
1155533600323,Falha na requisição HTTP
1155533600331,Falha na requisição HTTP
1155533600315,Falha na requisição HTTP
1155533600463,Falha na requisição HTTP
1155533600161,Falha na requisição HTTP
1155533600145,Falha na requisição HTTP
1155533600153,Falha na requisição HTTP
1155533600242,Falha na requisição HTTP
1155533600250,Falha na requisição HTTP
1155533600269,Falha na requisição HTTP
1155533600277,Falha na requisição HTTP
1155533600285,Falha na requisição HTTP
1155533600030,Falha na requisição HTTP
8444417174056,Falha na requisição HTTP
8444413941389,Falha na requisição HTTP
8555522413970,Falha na requisição HTTP
8444411854748,Falha na requisição HTTP
8444426621396,Falha na requisição HTTP
8444409078248,Falha na requisição HTTP
10277173,Falha na requisição HTTP
8444430042478,Falha na requisição HTTP
8039800012142,Falha na requisição HTTP
8444424960398,Falha na requisição HTTP
8444432808796,Falha na requisição HTTP
1444415161110,Falha na requisição HTTP
1444416480724,Falha na requisição HTTP
1444419166524,Falha na requisição HTTP
8444421270536,Falha na requisição HTTP
8787702509594,Falha na requisição HTTP
8444419358375,Falha na requisição HTTP
8444424571189,Falha na requisição HTTP
1444423163887,Falha na requisição HTTP
8555530558354,Falha na requisição HTTP
8555530796212,Falha na requisição HTTP
8555531006762,Falha na requisição HTTP
8555530566888,Falha na requisição HTTP
8555530550183,Falha na requisição HTTP
8555530688649,Falha na requisição HTTP
8555531071629,Falha na requisição HTTP
8444419382004,Falha na requisição HTTP
8787709407932,Falha na requisição HTTP
8444417340029,Falha na requisição HTTP
1444408114382,Falha na requisição HTTP
8444427461627,Falha na requisição HTTP
8444409902510,Falha na requisição HTTP
8444417560509,Falha na requisição HTTP
8555538948216,Falha na requisição HTTP
8444411664183,Falha na requisição HTTP
8555506229583,Falha na requisição HTTP
1444421418659,Falha na requisição HTTP
8444402801190,Falha na requisição HTTP
8444416586423,Falha na requisição HTTP
1444422825932,Falha na requisição HTTP
1444423232773,Falha na requisição HTTP
8444409305856,Falha na requisição HTTP
8444432935399,Falha na requisição HTTP
8444421079119,Falha na requisição HTTP
8444425707270,Falha na requisição HTTP
8444423037359,Falha na requisição HTTP
8555530306185,Falha na requisição HTTP
8787713296511,Falha na requisição HTTP
8444426522746,Falha na requisição HTTP
8444416208038,Falha na requisição HTTP
8787705426738,Falha na requisição HTTP
8444431226092,Falha na requisição HTTP
8787711234926,Falha na requisição HTTP
8444410982300,Falha na requisição HTTP
8444418420549,Falha na requisição HTTP
8787703228750,Falha na requisição HTTP
8787705123158,Falha na requisição HTTP
8787710190046,Falha na requisição HTTP
8444431942200,Falha na requisição HTTP
8787708674651,Falha na requisição HTTP
8787712339810,Falha na requisição HTTP
8787708400950,Falha na requisição HTTP
8787709501718,Falha na requisição HTTP
8787710806420,Falha na requisição HTTP
8787700071427,Falha na requisição HTTP
8444429988576,Falha na requisição HTTP
8787715386844,Falha na requisição HTTP
8444428687432,Falha na requisição HTTP
8787708962177,Falha na requisição HTTP
8787711546936,Falha na requisição HTTP
8787711550747,Falha na requisição HTTP
8555530757438,Falha na requisição HTTP
8555510346831,Falha na requisição HTTP
1444417955963,Falha na requisição HTTP
1787701850979,Falha na requisição HTTP
1444418641539,Falha na requisição HTTP
1555528950171,Falha na requisição HTTP
1444416368541,Falha na requisição HTTP
8444432519921,Falha na requisição HTTP
8787711214470,Falha na requisição HTTP
8444421882680,Falha na requisição HTTP
8555524650872,Falha na requisição HTTP
8444407145967,Falha na requisição HTTP
8555518549030,Falha na requisição HTTP
8787708140754,Falha na requisição HTTP
8787713025283,Falha na requisição HTTP
8787714377620,Falha na requisição HTTP
8787714431510,Falha na requisição HTTP
8787714846361,Falha na requisição HTTP
8787714901419,Falha na requisição HTTP
8787715187000,Falha na requisição HTTP
8444411148185,Falha na requisição HTTP
8787705407512,Falha na requisição HTTP
8787705623908,Falha na requisição HTTP
8787711380124,Falha na requisição HTTP
8040000051945,Falha na requisição HTTP
8787714265296,Falha na requisição HTTP
8787717231244,Falha na requisição HTTP
8444430062592,Falha na requisição HTTP
8787702561367,Falha na requisição HTTP
8787704301672,Falha na requisição HTTP
8444407186221,Falha na requisição HTTP
1444419491549,Falha na requisição HTTP
8444405655704,Falha na requisição HTTP
8444407072145,Falha na requisição HTTP
8444425455883,Falha na requisição HTTP
8444423267710,Falha na requisição HTTP
8787700131632,Falha na requisição HTTP
1555531774052,Falha na requisição HTTP
1444413582798,Falha na requisição HTTP
8444413493602,Falha na requisição HTTP
8444400717841,Falha na requisição HTTP
8444423144945,Falha na requisição HTTP
8444414623003,Falha na requisição HTTP
8555526852049,Falha na requisição HTTP
8444425318088,Falha na requisição HTTP
8126400012441,Falha na requisição HTTP
1600000016830,Falha na requisição HTTP
8444407275895,Falha na requisição HTTP
8555529503266,Falha na requisição HTTP
1444417588120,Falha na requisição HTTP
8444416135154,Falha na requisição HTTP
1600000173286,Falha na requisição HTTP
8555524395880,Falha na requisição HTTP
8787705763866,Falha na requisição HTTP
8787702762052,Falha na requisição HTTP
8126600006500,Falha na requisição HTTP
1444402950316,Falha na requisição HTTP
1444421014493,Falha na requisição HTTP
1444418887481,Falha na requisição HTTP
1444412362956,Falha na requisição HTTP
8555536367798,Falha na requisição HTTP
8444420937413,Falha na requisição HTTP
8787716291464,Falha na requisição HTTP
8444402334290,Falha na requisição HTTP
8787702536249,Falha na requisição HTTP
8555536271596,Falha na requisição HTTP
8787701511960,Falha na requisição HTTP
8787718250838,Falha na requisição HTTP
8444416051317,Falha na requisição HTTP
8555513954751,Falha na requisição HTTP
8444412768098,Falha na requisição HTTP
10211902,Falha na requisição HTTP
10210439,Falha na requisição HTTP
10210440,Falha na requisição HTTP
10210441,Falha na requisição HTTP
10210443,Falha na requisição HTTP
8444416098356,Falha na requisição HTTP
8444416719032,Falha na requisição HTTP
8444414758731,Falha na requisição HTTP
8444424717728,Falha na requisição HTTP
8444409355438,Falha na requisição HTTP
8444421742560,Falha na requisição HTTP
1555525514702,Falha na requisição HTTP
1444403484645,Falha na requisição HTTP
8444402676875,Falha na requisição HTTP
8555535398410,Falha na requisição HTTP
8555535210968,Falha na requisição HTTP
8555523514746,Falha na requisição HTTP
10286291,Falha na requisição HTTP
10286292,Falha na requisição HTTP
8444412582717,Falha na requisição HTTP
1444420339402,Falha na requisição HTTP
1444411995211,Falha na requisição HTTP
8555523337410,Falha na requisição HTTP
1095700252993,Falha na requisição HTTP
10005088,Falha na requisição HTTP
8555533444996,Falha na requisição HTTP
8787710098220,Falha na requisição HTTP
8444404432604,Falha na requisição HTTP
10213921,Falha na requisição HTTP
8787707672779,Falha na requisição HTTP
8787712687541,Falha na requisição HTTP
8444432265466,Falha na requisição HTTP
8787712795050,Falha na requisição HTTP
8787709845751,Falha na requisição HTTP
10005594,Falha na requisição HTTP
8555530858846,Falha na requisição HTTP
8444404591125,Falha na requisição HTTP
8444404217231,Falha na requisição HTTP
8444405022787,Falha na requisição HTTP
8444401305172,Falha na requisição HTTP
8444400738016,Falha na requisição HTTP
8444401106650,Falha na requisição HTTP
8444421119838,Falha na requisição HTTP
8444424051100,Falha na requisição HTTP
8444402136587,Falha na requisição HTTP
8444403671885,Falha na requisição HTTP
8444404080740,Falha na requisição HTTP
8444405113006,Falha na requisição HTTP
8444406528072,Falha na requisição HTTP
8444406853291,Falha na requisição HTTP
8444411993284,Falha na requisição HTTP
8444424773768,Falha na requisição HTTP
8444400500710,Falha na requisição HTTP
8444400714605,Falha na requisição HTTP
8444402445636,Falha na requisição HTTP
8444406180300,Falha na requisição HTTP
8444407542257,Falha na requisição HTTP
8444410276201,Falha na requisição HTTP
8444414865937,Falha na requisição HTTP
8444400661374,Falha na requisição HTTP
8444401804624,Falha na requisição HTTP
8444402072244,Falha na requisição HTTP
8444406203688,Falha na requisição HTTP
8444410029719,Falha na requisição HTTP
8555509779150,Falha na requisição HTTP
8444402393768,Falha na requisição HTTP
8444413334989,Falha na requisição HTTP
1444406984410,Falha na requisição HTTP
8444424508258,Falha na requisição HTTP
8444410476960,Falha na requisição HTTP
8555510908180,Falha na requisição HTTP
8444405564652,Falha na requisição HTTP
8444412432510,Falha na requisição HTTP
8444408894912,Falha na requisição HTTP
8444408785455,Falha na requisição HTTP
8444404340572,Falha na requisição HTTP
8444410494225,Falha na requisição HTTP
8444403771090,Falha na requisição HTTP
8444403153388,Falha na requisição HTTP
8444411323327,Falha na requisição HTTP
8444408935619,Falha na requisição HTTP
8444409257550,Falha na requisição HTTP
8444412748569,Falha na requisição HTTP
8444403942781,Falha na requisição HTTP
8444410800091,Falha na requisição HTTP
8444411006585,Falha na requisição HTTP
8444410712095,Falha na requisição HTTP
8444403248044,Falha na requisição HTTP
8444410992489,Falha na requisição HTTP
8444403980160,Falha na requisição HTTP
8444406403091,Falha na requisição HTTP
8444408778831,Falha na requisição HTTP
8444402900597,Falha na requisição HTTP
8444409361640,Falha na requisição HTTP
8444409410030,Falha na requisição HTTP
8444410909875,Falha na requisição HTTP
8444413167497,Falha na requisição HTTP
8555534715470,Falha na requisição HTTP
8555538285365,Falha na requisição HTTP
8555538770301,Falha na requisição HTTP
8555531710990,Falha na requisição HTTP
8444407526669,Falha na requisição HTTP
8555538859604,Falha na requisição HTTP
8444414231270,Falha na requisição HTTP
8444425889336,Falha na requisição HTTP
8555530951544,Falha na requisição HTTP
8444422905683,Falha na requisição HTTP
8555536063934,Falha na requisição HTTP
8555540065750,Falha na requisição HTTP
8555532010933,Falha na requisição HTTP
8555532139286,Falha na requisição HTTP
8555538345252,Falha na requisição HTTP
8444404553312,Falha na requisição HTTP
8444428053069,Falha na requisição HTTP
8555533100014,Falha na requisição HTTP
8555533181812,Falha na requisição HTTP
8555536589464,Falha na requisição HTTP
8444411712145,Falha na requisição HTTP
8555525434960,Falha na requisição HTTP
8444413188834,Falha na requisição HTTP
8555531384929,Falha na requisição HTTP
8555533361136,Falha na requisição HTTP
8444406849502,Falha na requisição HTTP
8444405297328,Falha na requisição HTTP
8444415639051,Falha na requisição HTTP
8555535131081,Falha na requisição HTTP
8555537399537,Falha na requisição HTTP
1444415434958,Falha na requisição HTTP
8555533729877,Falha na requisição HTTP
8555534704975,Falha na requisição HTTP
8555535286999,Falha na requisição HTTP
8555540065784,Falha na requisição HTTP
8555537197233,Falha na requisição HTTP
8444423102983,Falha na requisição HTTP
8444408090767,Falha na requisição HTTP
8555532560461,Falha na requisição HTTP
8444421756889,Falha na requisição HTTP
8555526355045,Falha na requisição HTTP
8787700991640,Falha na requisição HTTP
8555537477732,Falha na requisição HTTP
8444409648052,Falha na requisição HTTP
8444414700121,Falha na requisição HTTP
8444416541306,Falha na requisição HTTP
8444416569685,Falha na requisição HTTP
8444416578307,Falha na requisição HTTP
8444424677793,Falha na requisição HTTP
8444425184227,Falha na requisição HTTP
8444425697925,Falha na requisição HTTP
8444425846700,Falha na requisição HTTP
8555525293836,Falha na requisição HTTP
8555532818612,Falha na requisição HTTP
8444407178466,Falha na requisição HTTP
8444407907174,Falha na requisição HTTP
8555526226644,Falha na requisição HTTP
8555526764042,Falha na requisição HTTP
8555529291951,Falha na requisição HTTP
8555532566443,Falha na requisição HTTP
8555533003442,Falha na requisição HTTP
8555533093409,Falha na requisição HTTP
8555533383857,Falha na requisição HTTP
8555534887930,Falha na requisição HTTP
8555535241413,Falha na requisição HTTP
8555535735327,Falha na requisição HTTP
8555536190448,Falha na requisição HTTP
8555537460473,Falha na requisição HTTP
8555537477333,Falha na requisição HTTP
8555537604319,Falha na requisição HTTP
8444411022319,Falha na requisição HTTP
8555535994535,Falha na requisição HTTP
8444417152591,Falha na requisição HTTP
8555532707160,Falha na requisição HTTP
8555534112326,Falha na requisição HTTP
8555539931201,Falha na requisição HTTP
8555540090649,Falha na requisição HTTP
8444426179170,Falha na requisição HTTP
8444425358217,Falha na requisição HTTP
8444425851096,Falha na requisição HTTP
8555537837216,Falha na requisição HTTP
8444416449337,Falha na requisição HTTP
8444418580600,Falha na requisição HTTP
8444426751001,Falha na requisição HTTP
8555535738350,Falha na requisição HTTP
8555536588875,Falha na requisição HTTP
8444417520990,Falha na requisição HTTP
8444423367049,Falha na requisição HTTP
1444400379867,Falha na requisição HTTP
8444407307231,Falha na requisição HTTP
8555530757705,Falha na requisição HTTP
8555534797850,Falha na requisição HTTP
8555539978321,Falha na requisição HTTP
8555535509033,Falha na requisição HTTP
8444409049655,Falha na requisição HTTP
8444415701830,Falha na requisição HTTP
8555532970317,Falha na requisição HTTP
8555534727215,Falha na requisição HTTP
8444408892626,Falha na requisição HTTP
8555531027654,Falha na requisição HTTP
8555532913780,Falha na requisição HTTP
8555533003060,Falha na requisição HTTP
8555533003779,Falha na requisição HTTP
8555534850700,Falha na requisição HTTP
8555536187013,Falha na requisição HTTP
8555538709335,Falha na requisição HTTP
8555539865730,Falha na requisição HTTP
8444409096670,Falha na requisição HTTP
8555538601020,Falha na requisição HTTP
8555538836868,Falha na requisição HTTP
8555536370683,Falha na requisição HTTP
8555530181420,Falha na requisição HTTP
8555530369160,Falha na requisição HTTP
8444407753843,Falha na requisição HTTP
1444417565782,Falha na requisição HTTP
8444415236801,Falha na requisição HTTP
8555532281325,Falha na requisição HTTP
8555536206700,Falha na requisição HTTP
8444412572096,Falha na requisição HTTP
8555528738600,Falha na requisição HTTP
8444408717352,Falha na requisição HTTP
