
 Lista de Imóveis da Caixa;;Data de geração:;21/11/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444402267460 ;SC ;CRICIUMA ;ARGENTINA ;RUA SANTOS ADEMAR MARTINS, N. SN, LT 02 QD 03 ;146.953,08;240.000,00;38.77;Casa, 122.11 de área total, 62.11 de área privativa, 318.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402267460
 8041500523011 ;SC ;CRICIUMA ;VILA RICA ;RUA ALICE DA SILVA ROSA, N. 42, LT 04 QD 03 ;202.665,95;318.000,00;36.27;Casa, 96.00 de área total, 96.00 de área privativa, 450.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8041500523011
 8787706728355 ;SC ;CRICIUMA ;SANTA AUGUSTA ;RUA SAO BONIFACIO, N. 690, Apto 603, BL D COLUMBIA ;159.496,64;235.000,00;32.13;Apartamento, 0.00 de área total, 53.20 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706728355
 8787709618321 ;SC ;CRICIUMA ;ARGENTINA ;RUA DOUTOR JAIRO FRANK, N. SN, Apto 508, BL 04 VG 265 ;280.000,00;280.000,00;0.00;Apartamento, 59.97 de área total, 47.64 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709618321
 8555512873960 ;SC ;CRICIUMA ;SAO DEFENDE ;RUA LUIZ PASINI, N. 221, LT 04 QD 08 ;236.000,00;236.000,00;0.00;Casa, 59.99 de área total, 59.99 de área privativa, 342.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555512873960
 1555516682878 ;SC ;CRICIUMA ;CENTRO ;RUA SETE DE SETEMBRO, N. 110, Apto 104A, TORRE COSTA BLANCA VIVENDAS - A ;729.000,00;729.000,00;0.00;Apartamento, 0.00 de área total, 115.53 de área privativa, 0.00 de área do terreno, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555516682878
 8444400761913 ;SC ;CRICIUMA ;SAO SEBASTIAO ; RUA OSORIO DE LIMA, N. 1040, CASA 02 ;120.000,00;120.000,00;0.00;Casa, 55.87 de área total, 55.28 de área privativa, 180.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444400761913
 8555512532152 ;SC ;CRICIUMA ;QUARTA LINHA ;RUA MARIA ANALIA PAVEI GHEDIN, N. 221, LT 15 QD U ;221.975,50;105.000,00;0.00;Casa, 53.98 de área total, 53.98 de área privativa, 325.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555512532152
 8444416468552 ;SC ;CURITIBANOS ;BOM JESUS ; RUA ANGELO SONCINI, N. 220, LT 13, QD C ;117.860,63;195.000,00;39.56;Casa, 61.03 de área total, 61.03 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416468552
 10212204 ;SC ;CURITIBANOS ;Lot Água Santa ;RUA CRISTOVAO COLOMBO, N. 199 ;465.239,44;730.000,00;36.27;Galpão, 0.00 de área total, 336.15 de área privativa, 1080.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10212204
 1555517657664 ;SC ;CURITIBANOS ;Centro ;RUA MIGUEL DRISSEN, N. 10, LT 06 QD 08 ;1.300.000,00;1.300.000,00;0.00;Casa, 0.00 de área total, 314.61 de área privativa, 372.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555517657664
 8444415127697 ;SC ;CURITIBANOS ;São Luiz ; RUA JUVENAL CAETANO DA SILVA, N. SN, CS 10 ;190.000,00;190.000,00;0.00;Casa, 56.49 de área total, 56.49 de área privativa, 135.71 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415127697
 1444406005349 ;SC ;FLORIANOPOLIS ;JURERE ;RUA CESAR NASCIMENTO, N. 646, Apto 431B, ;760.000,00;760.000,00;0.00;Apartamento, 0.00 de área total, 27.07 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406005349
 8101100016314 ;SC ;FLORIANOPOLIS ;CORREGO GRANDE ;RUA MAESTRO ALDO KRIEGER, N. 138, Apto 102, ;670.000,00;670.000,00;0.00;Apartamento, 0.00 de área total, 83.47 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8101100016314
 8444406798681 ;SC ;GASPAR ;SANTA TEREZINHA ;RUA VENEZA, N. 69, CS 04 ;272.000,00;272.000,00;0.00;Casa, 65.22 de área total, 65.02 de área privativa, 138.28 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406798681
 1444421061467 ;SC ;GUABIRUBA ;AYMORE ; RUA SOPHIA SCHARF, N. 236, CS 02 ;331.403,44;520.000,00;36.27;Casa, 92.46 de área total, 84.81 de área privativa, 169.89 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421061467
 8787704275868 ;SC ;GUARAMIRIM ;Beira Rio ;RUA BANANAL, N. 1439, CS 46 ;171.445,26;280.000,00;38.77;Casa, 0.00 de área total, 50.31 de área privativa, 128.01 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704275868
 8444426033052 ;SC ;GUARAMIRIM ;CORTICEIRA ;RUA SD-675 - RUA B, N. 225, Apto 04, VG 04 ;137.048,73;222.000,00;38.27;Apartamento, 51.36 de área total, 50.22 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426033052
 10208954 ;SC ;GUARAMIRIM ;CORTICEIRA ;RUA GUILHERME RIBEIRO, N. 61, QD 01, LT 03 ;793.456,30;1.245.000,00;36.27;Casa, 0.00 de área total, 336.30 de área privativa, 426.40 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10208954
 8555528340967 ;SC ;GUARAMIRIM ;Escolinha ;RUA LAURO ZIMMERMANN, N. 2007, Apto 302, ;160.000,00;160.000,00;0.00;Apartamento, 46.34 de área total, 39.80 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555528340967
 8787708447892 ;SC ;ICARA ;AURORA ; RODOVIA FRANCISCO JOÃO LUIZ, N. SN, CS 60 ;106.667,03;180.000,00;40.75;Casa, 42.08 de área total, 39.90 de área privativa, 143.59 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708447892
 8444414389809 ;SC ;ICARA ;LIRI ; RUA PROJETADA B, N. 669, LT04 QD B ;171.445,26;280.000,00;38.77;Casa, 55.90 de área total, 55.90 de área privativa, 390.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414389809
 8444425641709 ;SC ;ICARA ;DEMBOSKI ;RUA PROJETADA E (MICHELANGELO), N. SN, QD B LT 06 LOT NOVAK IV ;145.346,03;114.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 368.55 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425641709
 10206997 ;SC ;IMARUI ;Centro ;ESTRADA GERAL RIO DUNA, N. SN, AGUAS MORNAS ;1.054.621,67;1.654.790,54;36.27;Terreno, 0.00 de área total, 0.00 de área privativa, 715100.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10206997
 8444434054047 ;SC ;INDAIAL ;ARAPONGAS ;RUA REINARDO LOES, N. 38, ANTERIOR RUA F DO LOT PQ ARAPONGAS III ;305.000,00;305.000,00;0.00;Casa, 47.11 de área total, 47.11 de área privativa, 180.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434054047
 8444409504921 ;SC ;ITAJAI ;ESPINHEIROS ;RUA NONO EMILIO DALCOQUIO, N. 404, Apto 11, ;153.076,13;250.000,00;38.77;Apartamento, 0.00 de área total, 52.86 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409504921
 1444407992807 ;SC ;ITAJAI ;RESSACADA ;RUA DAS CEREJEIRAS, N. 137, Apto 205, ;369.992,82;580.550,00;36.27;Apartamento, 114.65 de área total, 78.97 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444407992807
 8787700481838 ;SC ;ITAJAI ;ITAIPAVA ;AVENIDA ITAIPAVA, N. 3300, Apto 103, BL 06 TÉRREO ;242.000,00;242.000,00;0.00;Apartamento, 54.03 de área total, 48.18 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787700481838
 8555533441342 ;SC ;ITAJAI ;ESPINHEIROS ;RUA ADEMAR BARBI, N. 40, Apto 111, BL B ;225.000,00;225.000,00;0.00;Apartamento, 78.21 de área total, 48.07 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533441342
 8444419350633 ;SC ;ITAJAI ;SANTA REGINA ;RUA WALDEMAR DA SILVA, N. 1621, Apto 101, ;250.000,00;250.000,00;0.00;Apartamento, 0.00 de área total, 53.87 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419350633
 1444417115809 ;SC ;ITAPEMA ;MEIA PRAIA ; RUA 292, N. 174, Apto 1301, ;3.000.000,00;3.000.000,00;0.00;Apartamento, 416.88 de área total, 234.40 de área privativa, 0.00 de área do terreno,  4 qto(s), a.serv, WC, 2 sala(s), 2 lavabo(s), 4 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417115809
 8444425299636 ;SC ;ITUPORANGA ;NOSSA SRA DE FATIMA ; RUA AUGUSTINHO SENEN, N. 203, LT 12 QD D ;265.000,00;265.000,00;0.00;Casa, 99.00 de área total, 30.00 de área privativa, 218.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425299636
 8444402550618 ;SC ;JAGUARUNA ;RIACHINHO ; RUA 1 DE MAIO, N. 85, LT A8 ;158.586,87;259.000,00;38.77;Casa, 113.79 de área total, 83.79 de área privativa, 360.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402550618
 8787712079967 ;SC ;JARAGUA DO SUL ;ILHA DA FIGUEIRA ;RUA 676-ERNESTO BRUNS, N. 121, Apto 43, BL. 2B VG. 45 ;167.293,84;273.220,00;38.77;Apartamento, 44.15 de área total, 38.79 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712079967
 8787711605606 ;SC ;JARAGUA DO SUL ;JARAGUA 99 ;RUA BERTHA WEEGE, N. 1550, Apto 303, BL 06 VG 84 ;143.390,13;190.000,00;24.54;Apartamento, 45.66 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711605606
 1787702282508 ;SC ;JARAGUA DO SUL ;VILA BAEPENDI ;RUA JOSE MARCELINO MULLER, N. 101, Apto 303, TORRE 02 VG90 ;340.000,00;340.000,00;0.00;Apartamento, 63.84 de área total, 50.26 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787702282508
 8787708186886 ;SC ;JARAGUA DO SUL ;JARAGUA 99 ; RUA 502-BERTHA WEEGE, N. 1550, Apto 401, BL 09 VG 142 ;190.000,00;190.000,00;0.00;Apartamento, 45.66 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708186886
 8307700001182 ;SC ;JARAGUA DO SUL ;JARAGUA ESQUERDO ;RUA 110 BAHIA, N. 170, Apto 301, ;305.000,00;305.000,00;0.00;Apartamento, 90.84 de área total, 68.87 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8307700001182
 8555527828923 ;SC ;JARAGUA DO SUL ;JOAO PESSOA ;RUA 664-ARTHUR GONCALVES DE ARAUJO, N. 500, Apto 208, VG 208 ;200.000,00;195.000,00;0.00;Apartamento, 48.47 de área total, 39.86 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555527828923
 8787711481915 ;SC ;JARAGUA DO SUL ;JARAGUA ESQUERDO ;RUA VITORIA CHIODINI SPEZIA, N. 30, Apto 204, BL 05, VAGA 159 ;200.000,00;182.000,00;0.00;Apartamento, 72.51 de área total, 38.40 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711481915
 8787712488360 ;SC ;JARAGUA DO SUL ;SAO LUIS ;RUA 1508, N. 155, Apto 801, BL 03 ;250.000,00;210.000,00;0.00;Apartamento, 0.00 de área total, 54.67 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712488360
 1444414225700 ;SC ;JARAGUA DO SUL ;AGUA VERDE ; RUA 759-THEREZITA MENEGOTTI ROCHA, N. 227, ;1.345.000,00;1.100.000,00;0.00;Casa, 225.00 de área total, 225.00 de área privativa, 465.00 de área do terreno, 2 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414225700
 8444427268843 ;SC ;JOINVILLE ;ITINGA ;RUA JULIANO BUSARELLO, N. 250, Apto 12, BL 08 ;81.964,82;140.000,00;41.46;Apartamento, 49.34 de área total, 44.15 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427268843
 8555540215859 ;SC ;JOINVILLE ;VILA NOVA ;RUA ROLF F PENSKI, N. 220, Apto 603, BL B ;138.410,69;229.000,00;39.56;Apartamento, 61.65 de área total, 50.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555540215859
 8787704527255 ;SC ;JOINVILLE ;VILA NOVA ;RUA HILDO NOVAES, N. 640, Apto 201, BL 10 VG  248 ;120.882,70;200.000,00;39.56;Apartamento, 48.95 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704527255
 8787714091751 ;SC ;JOINVILLE ;JOAO COSTA ;RUA JOAO DA COSTA JUNIOR, N. 852, Apto 201, BL02 ;120.882,70;200.000,00;39.56;Apartamento, 84.32 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714091751
 8787711107827 ;SC ;JOINVILLE ;ADHEMAR GARCIA ;RUA JARIVATUBA, N. 2120, Apto 301, BLOCO 04 VAGA 37 ;114.838,57;190.000,00;39.56;Apartamento, 62.25 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711107827
 8444426047703 ;SC ;JOINVILLE ;PARQUE GUARANI ;RUA MARIA DA SILVA SERPA, N. 210, Apto 404, BL 08 ;126.926,84;210.000,00;39.56;Apartamento, 58.09 de área total, 51.11 de área privativa, 8366.15 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426047703
 10193940 ;SC ;JOINVILLE ;ZONA INDUSTRIAL NORTE ;RUA RUI BARBOSA, N. 3230, Apto ., ANTIGO Nº 2930 ;5.243.826,79;8.588.000,00;38.95;Galpão, 0.00 de área total, 2048.20 de área privativa, 49559.45 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10193940
 8787701304093 ;SC ;JOINVILLE ;VILA NOVA ;RUA HILDO NOVAES, N. 640, Apto 503, BL 17 VG 329 ;155.525,34;254.000,00;38.77;Apartamento, 48.95 de área total, 41.85 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701304093
 8787711802819 ;SC ;JOINVILLE ;VILA NOVA ;RUA GERHARD BARKEMEYER, N. 400, Apto 404, BL 08 BOX 41 ;153.076,13;250.000,00;38.77;Apartamento, 73.71 de área total, 51.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711802819
 8444406000728 ;SC ;JOINVILLE ;COSTA E SILVA ;RUA PARA, N. S/N, Apto 106, BL. C-1 ;119.590,43;190.000,00;37.06;Apartamento, 50.48 de área total, 43.98 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406000728
 10215141 ;SC ;JOINVILLE ;SANTA CATARINA ;RUA WALDEMIRO JOSE BORGES, N. 187 ;764.090,67;1.198.922,84;36.27;Comercial, 0.00 de área total, 375.00 de área privativa, 2855.75 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10215141
 1444415057569 ;SC ;JOINVILLE ;ANITA GARIBALDI ;RUA CORONEL SANTIAGO, N. 532, Apto 1105, TIPO 01 VG.  121 ;209.357,75;328.500,00;36.27;Apartamento, 99.73 de área total, 60.35 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415057569
 8444414501420 ;SC ;JOINVILLE ;BOEHMERWALD ;RUA FAUSTINO BUSARELLO, N. 386, CS 04 ;203.940,58;320.000,00;36.27;Casa, 69.51 de área total, 65.52 de área privativa, 446.77 de área do terreno,  2 qto(s), a.serv, WC, 2 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444414501420
 8787712457937 ;SC ;JOINVILLE ;FLORESTA ;RUA AQUINO MANOEL QUINTINO, N. 536, Apto 605, TORRE 01 ;169.300,29;218.000,00;22.34;Apartamento, 80.57 de área total, 44.31 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712457937
 8444419828827 ;SC ;JOINVILLE ;JARDIM SOFIA ;RUA DEPUTADO PAULO STUART WRITH, N. 26, CASA 01 ;309.000,00;309.000,00;0.00;Casa, 61.30 de área total, 59.36 de área privativa, 79.22 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419828827
 1555529361374 ;SC ;JOINVILLE ;MORRO DO MEIO ;RUA ANTONIO ALVES, N. 533, ;2.750.000,00;2.750.000,00;0.00;Terreno, 0.00 de área total, 0.00 de área privativa, 481.87 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555529361374
 8787712513357 ;SC ;JOINVILLE ;JARIVATUBA ;RUA JARIVATUBA, N. 2120, Apto 401, BLOCO 02, VAGA 62 ;211.000,00;211.000,00;0.00;Apartamento, 74.25 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712513357
 1787700989582 ;SC ;JOINVILLE ;SAGUACU ;RUA ECA DE QUEIROS, N. 40, Apto 302, VG 06 ;770.000,00;770.000,00;0.00;Apartamento, 273.76 de área total, 63.93 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, Terraco, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787700989582
 1787701626688 ;SC ;JOINVILLE ;GLORIA ;RUA PRESIDENTE CAMPOS SALLES, N. 987, Apto 301, VG 02 ;440.000,00;440.000,00;0.00;Apartamento, 0.00 de área total, 75.05 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787701626688
 8444422100472 ;SC ;JOINVILLE ;AVENTUREIRO ;RUA TUIUTI, N. 3210, Apto 106, BL 05 BOX 189 ;215.000,00;215.000,00;0.00;Apartamento, 0.00 de área total, 44.81 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422100472
 8787705117492 ;SC ;JOINVILLE ;ADHEMAR GARCIA ;RUA ANTONIO JOSE DA COSTA, N. 374, Apto 103, BL 8 ;175.273,00;175.273,00;0.00;Apartamento, 51.54 de área total, 44.15 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705117492
 8444423225694 ;SC ;JOINVILLE ;VILA NOVA ;RUA RUDOLF BAUMER, N. 736, Apto 302, ;205.303,20;200.000,00;0.00;Apartamento, 0.00 de área total, 44.66 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423225694
 1444418352790 ;SC ;JOINVILLE ;ATIRADORES ;RUA ALBERTO KROEHNE, N. 115, Apto 703, BL 47 ;768.325,35;725.000,00;0.00;Apartamento, 0.00 de área total, 160.69 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418352790
 8555535302900 ;SC ;JOINVILLE ;FLORESTA ;RUA PRINCESA MAFALDA, N. 474, Apto 502, BL 15 ;218.658,00;195.000,00;0.00;Apartamento, 0.00 de área total, 42.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535302900
 8444430436670 ;SC ;LAGES ;PROMORAR ;RUA JOSE MARIA RIBAS PINTO, N. 610, Apto 403, BL H ;87.819,45;150.000,00;41.46;Apartamento, 53.42 de área total, 46.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430436670
