
 Lista de Imóveis da Caixa;;Data de geração:;21/11/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 8444426690509 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 04 ;QUADRA 12, N. SN, Apto 104, LT 09, CJ A, RUA 03 ;88.404,91;151.000,00;41.46;Apartamento, 57.68 de área total, 64.68 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426690509
 8444426278837 ;GO ;AGUAS LINDAS DE GOIAS ;CIDADE JARDIM ;RUA 10, N. SN, Apto 202, QD 81 LT 18 ;83.721,21;143.000,00;41.46;Apartamento, 55.10 de área total, 55.10 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426278837
 8787712266589 ;GO ;AGUAS LINDAS DE GOIAS ;CIDADE JARDIM ;AV 02, N. SN, Apto 002, TERREO BL A LT 27C QD 11 CJ A SETOR 05 ;84.892,14;145.000,00;41.46;Apartamento, 91.31 de área total, 47.03 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712266589
 8444426156758 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 01 ;LT 05 QD 51 CJ A, N. SN, Apto 101, RUA 10 ;82.550,28;141.000,00;41.46;Apartamento, 97.87 de área total, 57.32 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426156758
 8444431210269 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 01 ;RUA SOLIMOES, N. SN, Apto 104, LT 44 QD 47 CJ A ;90.161,30;154.000,00;41.46;Apartamento, 101.11 de área total, 57.02 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431210269
 8444423132203 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM PEROLA DA BARRAGEM II ;QUADRA QUADRA 48, N. SN, Apto 103, APTO 103, LT 17 QD 48 TERREO ;82.081,91;140.200,00;41.46;Apartamento, 88.98 de área total, 57.93 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423132203
 8444425236898 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM PEROLA DA BARRAGEM II ;R 07, N. SN, Apto 101, LT 27 - QD 44 ;84.306,67;144.000,00;41.46;Apartamento, 88.31 de área total, 78.27 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425236898
 8787713732958 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM PEROLA DA BARRAGEM II ;QUADRA QUADRA 52, N. SN, Apto 305, RUA 04 LT 22 PAV 02 ;88.990,38;152.000,00;41.46;Apartamento, 55.63 de área total, 55.63 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713732958
 8444425604099 ;GO ;AGUAS LINDAS DE GOIAS ;CHACARAS COIMBRA ;RUA ASSUNÇÃO, N. SN, Apto 202, LT 31 QD B CHA 10/14 MOD C ;81.379,36;139.000,00;41.46;Apartamento, 0.00 de área total, 55.22 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425604099
 8555505371025 ;GO ;AGUAS LINDAS DE GOIAS ;CHACARAS COIMBRA ;QUADRA QUADRA B, N. 1, LT01 CH 10/14 MODULO D ;81.964,82;140.000,00;41.46;Casa, 0.00 de área total, 50.49 de área privativa, 200.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555505371025
 8444412729700 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES AGUAS LINDAS ;QUADRA 4, N. SN, Apto 303,  LT 02B 3 PAVIMENTO R 02 ;83.721,21;143.000,00;41.46;Apartamento, 41.66 de área total, 41.66 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412729700
 8444426960832 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DOS PINHEIROS ;QUADRA 17, N. SN, Apto 101, LT 02 ;83.721,21;143.000,00;41.46;Apartamento, 95.16 de área total, 60.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426960832
 8444421809850 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QUADRA B 17, N. SN, Apto 403, BL A, LT 01, RUA 16 ;87.819,45;150.000,00;41.46;Apartamento, 67.17 de área total, 51.48 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421809850
 8444422115534 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;QD B-14, N. SN, Apto 202,  LT 09, R 14 ;83.721,21;143.000,00;41.46;Apartamento, 0.00 de área total, 69.00 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422115534
 8444424998557 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;LT G, DA QD B 23, DO LT 13-A, N. S/N, Apto 102, RES LG, RUA 18 ;87.819,45;150.000,00;41.46;Apartamento, 58.87 de área total, 54.24 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424998557
 8787711312617 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;RUA 01 - LT 08 - QD B-02, N. S/N, Apto 202, BLOCO C ;85.477,60;146.000,00;41.46;Apartamento, 61.11 de área total, 52.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711312617
 8787715643944 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;RUA OITO, N. SN, Apto 104, LT 01 QD B07 TORRE 08 ;83.135,75;142.000,00;41.46;Apartamento, 69.87 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715643944
 8787715816229 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;RUA 08, N. SN, Apto 303, LT 01, QD B 07 ;88.404,91;151.000,00;41.46;Apartamento, 69.67 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715816229
 8787716108791 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES POR DO SOL ;LOTE 01 QUADRA B 07 TÉRREO TORRE 02, N. SN, Apto 102, ;83.721,21;143.000,00;41.46;Apartamento, 69.65 de área total, 45.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716108791
 8787701551864 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES OLINDA ;RUA 08, N. SN, Apto 204, BL B, LT 04, QD A-31 ;88.404,91;151.000,00;41.46;Apartamento, 86.65 de área total, 52.56 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701551864
 8787711260773 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES OLINDA ;QUADRA A-17, N. S/N, Apto 101, BL K, LT 01-A, 2º AVENIDA ;90.746,77;155.000,00;41.46;Apartamento, 69.15 de área total, 52.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711260773
 8787714201972 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES OLINDA ;QUADRA A 33, N. SN, Apto 204, TORRE 01 RUA 11 LT 07 ;87.233,99;149.000,00;41.46;Apartamento, 0.00 de área total, 46.22 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714201972
 8787712152737 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES CENTRO OESTE ;ALAMEDA VARSOVIA, N. SN, Apto 103, BL D - 1° PAV - LT 75-A ,VG79 ;82.199,01;140.400,00;41.46;Apartamento, 0.00 de área total, 50.55 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712152737
 8787714652575 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES CENTRO OESTE ;ALAMEDA GOIAS, N. SN, Apto 203, BL G VG 103 LT 83A ;81.964,82;140.000,00;41.46;Apartamento, 102.68 de área total, 59.97 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714652575
 8444429851830 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM PEROLA DA BARRAGEM I ;VIA DE ACESSO, N. SN, Apto 202, LOTE 21 DA QUADRA 13 ;84.892,14;145.000,00;41.46;Apartamento, 83.83 de área total, 58.11 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429851830
 8444426970960 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES VILLAGE ;R 07, N. S/N, Apto 201, LT 11 - QD C-09 ;90.746,77;155.000,00;41.46;Apartamento, 63.62 de área total, 63.62 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426970960
 8787701338168 ;GO ;AGUAS LINDAS DE GOIAS ;MANSOES VILLAGE ;QUADRA 2, N. SN, Apto 01, BL A, LT 06, QD C-02 ;88.990,38;152.000,00;41.46;Apartamento, 48.94 de área total, 48.94 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787701338168
 8444424079233 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM III ;QUADRA 2B, N. S/N, Apto 102, LT 71, RUA 01 ;85.715,04;146.405,57;41.46;Apartamento, 84.13 de área total, 62.72 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, WC Emp, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424079233
 8444424328527 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM III ;QUADRA 12, N. SN, Apto 201, RUA 7 LT 40 ;87.819,45;150.000,00;41.46;Apartamento, 92.19 de área total, 63.63 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444424328527
 8444417512857 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM V ;QUADRA 20, N. SN, Apto 103, LT 23 VIA DE ACESSO ;87.819,45;150.000,00;41.46;Apartamento, 74.01 de área total, 60.04 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417512857
 8444428899154 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM V ;AVENIDA GOIAS, N. SN, Apto 102, LT 03 QD 30 ;84.892,14;145.000,00;41.46;Apartamento, 63.81 de área total, 55.25 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428899154
 8444428117474 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM VI ;RUA 01, N. SN, Apto 201, LOTE 03 DA QUADRA 44 ;84.892,14;145.000,00;41.46;Apartamento, 68.35 de área total, 61.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428117474
 8444429825430 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM DA BARRAGEM VI ;QUADRA QUADRA 63, N. SN, LT 06 ;87.819,45;150.000,00;41.46;Casa, 0.00 de área total, 73.80 de área privativa, 360.00 de área do terreno,  3 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429825430
 8444413873545 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AMERICA II ;QUADRA 32, N. 0, Apto 101, LT 15 RUA MINEIROS ;84.892,14;145.000,00;41.46;Apartamento, 0.00 de área total, 68.83 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413873545
 8444417297840 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AMERICA II ;AVENIDA SANTA HELENA, N. SN, Apto 103, LOTE 18 DA QUADRA 24 TERREO ;81.964,82;140.000,00;41.46;Apartamento, 57.01 de área total, 50.41 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417297840
 8444421532948 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AMERICA II ;QUADRA QUADRA 18, N. SN, LT 04 RUA PALMELO ;89.575,84;153.000,00;41.46;Casa, 67.55 de área total, 67.55 de área privativa, 360.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421532948
 8444404483268 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AMERICA IV ;RUA 07, N. SN, LT 33 QD 33 ;82.550,28;141.000,00;41.46;Casa, 51.66 de área total, 51.66 de área privativa, 200.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404483268
 8444422347389 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AMERICA IV ;QUADRA 09, N. SN, Apto 101, PAVIMENTO 01, LT 03, RUA MANGABEIRA ;84.892,14;145.000,00;41.46;Apartamento, 0.00 de área total, 59.79 de área privativa, 0.01 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422347389
 8787704569870 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AMERICA IV ;RUA 17, N. SN, Apto 132, BL P QD 49 LT 17/38 ;83.135,75;142.000,00;41.46;Apartamento, 505.77 de área total, 77.26 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704569870
 8787711508040 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM AMERICA IV ;QUADRA QUADRA 18, N. SN, Apto 102B, RUA COQUEIRO LT 40 BL B PAV TÉRREO ;87.819,45;150.000,00;41.46;Apartamento, 68.16 de área total, 45.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711508040
 8444420566024 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 09 ;AVENIDA 01, N. SN, Apto 02, QD 92, LT 02-B, CJ B, SETOR 09 ;84.892,14;145.000,00;41.46;Apartamento, 65.36 de área total, 55.71 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444420566024
 8444427831084 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 09 ;QUADRA 102 CONJUNTO A, N. S/N, Apto 204, LT 33 ST 09 VG 09 RUA 08 ;83.135,75;142.000,00;41.46;Apartamento, 83.30 de área total, 54.39 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427831084
 8444434426670 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 09 ;QUADRA 102 CONJUNTO B, N. SN, Apto 204, L40Q102 CJ B ST09 PAV SUP CONF RUA9 ;87.819,45;150.000,00;41.46;Apartamento, 57.98 de área total, 50.74 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434426670
 8444421178800 ;GO ;AGUAS LINDAS DE GOIAS ;VIVENDAS PARAISO ;QUADRA QUADRA 3, N. SN, Apto 102, TÉRREO - LT 06 - QD 03 ;83.428,48;142.500,00;41.46;Apartamento, 0.00 de área total, 58.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421178800
 8444423967372 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 10 ;QUADRA 109 CONJUNTO A, N. SN, Apto 101, SETOR 10, RUA A ;88.990,38;152.000,00;41.46;Apartamento, 73.02 de área total, 67.54 de área privativa, 0.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423967372
 8444426681658 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 10 ;QUADRA 111 CONJUNTO A, N. SN, Apto 101, LT17 QD111 CONJ A SET 10 ;87.526,72;149.500,00;41.46;Apartamento, 84.36 de área total, 55.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444426681658
 8444429488999 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 10 ;QUADRA 109 CONJUNTO A, N. SN, Apto 106, RUA 9 E RUA 37 ;84.892,14;145.000,00;41.46;Apartamento, 0.00 de área total, 48.44 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444429488999
 8444430565357 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 10 ;QUADRA 111 LOTE 29 CONJUNTO A RUA 9, N. SN, Apto 303, ;83.721,21;143.000,00;41.46;Apartamento, 75.74 de área total, 51.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430565357
 8444430780258 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 10 ;QUADRA 111, N. S/N, Apto 104, LT 07 CJ B ST 10 RUA ARAGUAIA ;84.892,14;145.000,00;41.46;Apartamento, 80.55 de área total, 50.67 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430780258
 8444425939163 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 11 ;RUA RIO VERDE, N. SN, Apto 102, LT 23B QD 93 CJ B SETOR 11 ;82.550,28;141.000,00;41.46;Apartamento, 60.78 de área total, 63.23 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425939163
 8444427167885 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 11 ;LOTE 11  QUADRA 85 CONJUNTO A SETOR 11 BLOCO H, N. SN, Apto 202, 1° PAVIMENTO ;87.819,45;150.000,00;41.46;Apartamento, 63.00 de área total, 58.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427167885
 8787706925606 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 15 ;RUA 43, N. SN, CS35 LT 02-A QD115 ;82.245,32;140.479,11;41.46;Casa, 69.56 de área total, 69.56 de área privativa, 155.10 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706925606
 8787709264082 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 15 ;QUADRA QUADRA 115, N. SN, Apto 101, TÉRREO - LT 01 - O - QD 115 - SETOR 15 ;84.306,67;144.000,00;41.46;Apartamento, 0.00 de área total, 71.08 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709264082
 8444421412152 ;GO ;AGUAS LINDAS DE GOIAS ;PARQUE DA BARRAGEM SETOR 16 ;LOTE 03 A 11 QUADRA 126 CONJUNTO B SETOR 16, N. SN, Apto 02, TÉRREO ;83.721,21;143.000,00;41.46;Apartamento, 68.90 de área total, 58.90 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444421412152
 8444418795933 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM SANTA LUCIA ;QUADRA 32, N. S/N, Apto 103, VG 03, LT 16, RUA SUCUPIRA ;84.892,14;145.000,00;41.46;Apartamento, 59.88 de área total, 59.88 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418795933
 8444422024830 ;GO ;AGUAS LINDAS DE GOIAS ;JARDIM SANTA LUCIA ;QUADRA 2, N. SN, CS 02 LT 28 RUA JACARANDÁ ;89.868,57;153.500,00;41.46;Casa, 120.22 de área total, 64.52 de área privativa, 207.98 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422024830
 8444418788848 ;GO ;AGUAS LINDAS DE GOIAS ;CHACARAS QUEDAS DO DESCOBERTO ; RUA 41, N. SN, Apto 203, BL C, CH 1440, QD 45 ;81.964,82;140.000,00;41.46;Apartamento, 114.50 de área total, 56.18 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418788848
 8444427401772 ;GO ;AGUAS LINDAS DE GOIAS ;CHACARAS QUEDAS DO DESCOBERTO ;RUA 42, N. SN, Apto 207, PAV 01 CH 623 ;81.379,36;139.000,00;41.46;Apartamento, 0.00 de área total, 65.88 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427401772
