
 Lista de Imóveis da Caixa;;Data de geração:;21/11/2025;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Descrição;Modalidade de venda;Link de acesso

 1444416737849 ;PR ;FAZENDA RIO GRANDE ;GRALHA AZUL ;RUA EUGENIO BERNARDO WOZNIACK, N. 54, LT 08, QD 08, CASA 02 ;123.555,20;205.000,00;39.73;Casa, 0.00 de área total, 42.00 de área privativa, 120.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416737849
 8444427391955 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA TELEMACO BORBA, N. 163, CS04 LT33 QD09 ;132.970,97;220.000,00;39.56;Casa, 45.37 de área total, 45.37 de área privativa, 108.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444427391955
 8444431570141 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA MINAS GERAIS, N. 178, CS 38 ;129.948,90;215.000,00;39.56;Casa, 42.00 de área total, 42.00 de área privativa, 84.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431570141
 8555536176046 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA RIO DE JANEIRO, N. 381, CS 22 AREA A1 ;131.762,14;218.000,00;39.56;Casa, 40.80 de área total, 40.80 de área privativa, 124.22 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s).;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536176046
 8787703739291 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;AVENIDA RIO AMAZONAS, N. 3341, 369 ;140.828,35;233.000,00;39.56;Casa, 43.00 de área total, 43.00 de área privativa, 120.80 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787703739291
 8787708285540 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA MANAUS, N. 33, Apto 02, BL22 ;132.588,85;219.367,79;39.56;Apartamento, 60.74 de área total, 45.50 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708285540
 8787709207836 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA MANAUS, N. 33, Apto 07, BL 19 AREA 04 ;128.135,66;212.000,00;39.56;Apartamento, 0.00 de área total, 45.50 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709207836
 8444412460441 ;PR ;FAZENDA RIO GRANDE ;EUCALIPTOS ;AVENIDA VENEZUELA, N. 1827, Apto 21, BL18 ;132.970,97;220.000,00;39.56;Apartamento, 49.30 de área total, 42.57 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444412460441
 8444432120522 ;PR ;FAZENDA RIO GRANDE ;GRALHA AZUL ;TRAVESSA TICO-TICO, N. 122, UN 02 ;139.015,11;230.000,00;39.56;Casa, 60.46 de área total, 60.46 de área privativa, 47.82 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444432120522
 8555535723868 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA MARANHAO, N. 372, CS 01 ;130.396,77;215.000,00;39.36;Casa, 43.00 de área total, 43.00 de área privativa, 124.14 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535723868
 8444431710547 ;PR ;FAZENDA RIO GRANDE ;FAZENDA RIO GRANDE ;RUA BIGUA, N. 1337, CS 172 ;156.137,65;255.000,00;38.77;Casa, 0.00 de área total, 36.00 de área privativa, 120.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431710547
 8444410527220 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA RIO DE JANEIRO, N. 735, UNIDADE 03 ;171.445,26;280.000,00;38.77;Casa, 54.04 de área total, 54.04 de área privativa, 85.17 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444410527220
 8444430391367 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;TRAVESSA PALMAS, N. 110, CS 05 LT 16 QD 01 ;153.076,13;250.000,00;38.77;Casa, 42.84 de área total, 42.84 de área privativa, 84.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430391367
 8787709538042 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA MANAUS, N. 33, Apto 03, BL 18 GARAGEM 54 ;153.076,13;250.000,00;38.77;Apartamento, 48.74 de área total, 45.50 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709538042
 8444406870870 ;PR ;FAZENDA RIO GRANDE ;GRALHA AZUL ;RUA FRANCISCO DA CONCEICAO MACHADO, N. 1526, CS 89 ;146.953,08;240.000,00;38.77;Casa, 0.00 de área total, 55.00 de área privativa, 175.52 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444406870870
 8444409574210 ;PR ;FAZENDA RIO GRANDE ;GRALHA AZUL ;RUA CHOPIM, N. 710, CS 46 ;174.506,78;285.000,00;38.77;Casa, 58.47 de área total, 58.47 de área privativa, 108.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409574210
 8444417944587 ;PR ;FAZENDA RIO GRANDE ;IGUACU ;RUA RIO OIAPOQUE, N. 50, CS01 LT17 QD20 SANTA FÉ ;165.322,22;270.000,00;38.77;Casa, 61.08 de área total, 61.08 de área privativa, 180.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417944587
 8444431785547 ;PR ;FAZENDA RIO GRANDE ;IGUACU ;RUA RIO FAXINAL, N. SN, CS 2 QD 5 LT 15 COND RES TYBUR ;179.966,16;293.916,12;38.77;Casa, 56.67 de área total, 56.67 de área privativa, 130.48 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444431785547
 8444434154920 ;PR ;FAZENDA RIO GRANDE ;IGUACU ;RUA RIO TEJO, N. 1382, CS A ;220.429,62;360.000,00;38.77;Casa, 97.00 de área total, 61.00 de área privativa, 180.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434154920
 8555505755842 ;PR ;FAZENDA RIO GRANDE ;NACOES ;AVENIDA ESTADOS UNIDOS, N. 436, CS 01 ;148.177,69;242.000,00;38.77;Casa, 50.05 de área total, 50.05 de área privativa, 135.43 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555505755842
 8444402708211 ;PR ;FAZENDA RIO GRANDE ;SANTA TEREZINHA ;AVENIDA NOSSA SENHORA APARECIDA, N. SN, CS 04 LT 01 ;174.506,78;285.000,00;38.77;Casa, 55.00 de área total, 55.00 de área privativa, 120.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444402708211
 8444434241556 ;PR ;FAZENDA RIO GRANDE ;SANTA TEREZINHA ;AVENIDA NOSSA SENHORA CONCEICAO, N. 524, UN 09 ;214.306,58;350.000,00;38.77;Casa, 55.00 de área total, 55.00 de área privativa, 148.87 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444434241556
 1444415221377 ;PR ;FAZENDA RIO GRANDE ;SANTA TEREZINHA ;RUA MATINHOS, N. SN, CS 143 ;111.168,79;180.000,00;38.24;Casa, 39.65 de área total, 39.60 de área privativa, 102.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444415221377
 1444417566720 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA ALAGOAS, N. 307, LT 123, CS 27 ;267.194,02;430.000,00;37.87;Casa, 0.00 de área total, 140.40 de área privativa, 172.57 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417566720
 1444419518137 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA MATINHOS, N. 1374, 145, ;147.914,48;235.000,00;37.06;Casa, 39.60 de área total, 39.60 de área privativa, 102.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419518137
 1444421194025 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;TRAVESSA PIEN, N. 449, CS 107 ;142.249,67;226.000,00;37.06;Casa, 42.00 de área total, 42.00 de área privativa, 77.80 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421194025
 8444423221567 ;PR ;FAZENDA RIO GRANDE ;GRALHA AZUL ;TRAVESSA TIZIU, N. 101, UD 02 LT 07 QD 07 ;144.137,94;229.000,00;37.06;Casa, 46.40 de área total, 46.40 de área privativa, 121.98 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423221567
 1444419531664 ;PR ;FAZENDA RIO GRANDE ;JD DAS HOTENCIAS ;RUA LIMOEIRO, N. 261, Apto 02, ;172.074,86;270.000,00;36.27;Apartamento, 54.13 de área total, 47.75 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419531664
 1444417552060 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;AVENIDA PARANA, N. 5330, 91 LT A-03 ;172.074,86;270.000,00;36.27;Casa, 97.09 de área total, 45.00 de área privativa, 185.09 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417552060
 1444418189091 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA RIO DE JANEIRO, N. 447, 45 ;172.712,18;271.000,00;36.27;Casa, 42.00 de área total, 42.00 de área privativa, 98.16 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418189091
 1444420155069 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;TRAVESSA ROLANDIA, N. 24, UNIDADE C ;178.448,00;280.000,00;36.27;Casa, 45.50 de área total, 45.50 de área privativa, 108.00 de área do terreno,  2 qto(s), a.serv, WC, cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420155069
 1444420916647 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;AVENIDA RIO AMAZONAS, N. 3254, CS 227 ;150.406,17;236.000,00;36.27;Casa, 39.60 de área total, 39.60 de área privativa, 94.32 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420916647
 1444421038260 ;PR ;FAZENDA RIO GRANDE ;EUCALIPTOS ;TRAVESSA PLANALTO, N. 64, CS 08 LT 06, QD 02 ;182.909,20;287.000,00;36.27;Casa, 70.00 de área total, 42.00 de área privativa, 103.39 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421038260
 1444413910760 ;PR ;FAZENDA RIO GRANDE ;GRALHA AZUL ;RUA ALCATRAZ, N. 1978, CS 05 ;184.821,15;290.000,00;36.27;Casa, 52.00 de área total, 52.00 de área privativa, 150.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444413910760
 1444418350666 ;PR ;FAZENDA RIO GRANDE ;GRALHA AZUL ;AVENIDA PERDIZES, N. 960, Apto 02, LT 9B QD 03 ;197.567,43;310.000,00;36.27;Apartamento, 73.02 de área total, 51.90 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418350666
 1444419273711 ;PR ;FAZENDA RIO GRANDE ;GRALHA AZUL ;TRAVESSA ANDORINHAS, N. 35, SOBRADO 02 ;184.821,15;290.000,00;36.27;Casa, 64.50 de área total, 64.50 de área privativa, 92.05 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419273711
 1444419482159 ;PR ;FAZENDA RIO GRANDE ;GRALHA AZUL ;RUA CUCOS, N. 1800, UNIDADE 142 ;205.215,20;322.000,00;36.27;Casa, 59.00 de área total, 59.00 de área privativa, 145.18 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419482159
 1444423157968 ;PR ;FAZENDA RIO GRANDE ;GRALHA AZUL ;RUA FLAMINGOS, N. 1527, CS 01 ;336.501,95;528.000,00;36.27;Casa, 92.90 de área total, 92.90 de área privativa, 204.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444423157968
 1555533727302 ;PR ;FAZENDA RIO GRANDE ;IGUACU ;RUA RIO CUBATAO, N. 114, CS 03 LT 06 QD 32 ;162.515,15;255.000,00;36.27;Casa, 54.00 de área total, 54.00 de área privativa, 130.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555533727302
 1444414889668 ;PR ;FAZENDA RIO GRANDE ;NACOES ;RUA ESTONIA, N. 103, Apto 04, ;159.328,58;250.000,00;36.27;Apartamento, 99.84 de área total, 63.57 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444414889668
 1444417540836 ;PR ;FAZENDA RIO GRANDE ;SANTA TEREZINHA ;RUA SAO LUIZ, N. 630, UNIDADE 02 ;197.567,43;310.000,00;36.27;Casa, 53.50 de área total, 53.50 de área privativa, 119.00 de área do terreno,  3 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417540836
 1444421073031 ;PR ;FAZENDA RIO GRANDE ;SANTA TEREZINHA ;RUA SAO TOMAS DE AQUINO, N. 106, CS 24 ;260.024,23;408.000,00;36.27;Casa, 59.00 de área total, 48.00 de área privativa, 114.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421073031
 8444430192259 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;TRAVESSA PIEN, N. 329, CS 57 ;202.737,55;290.000,00;30.10;Casa, 68.35 de área total, 42.00 de área privativa, 101.91 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430192259
 8444404373420 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;AVENIDA PARANA, N. 4351, CS 04 ;220.000,00;220.000,00;0.00;Casa, 0.00 de área total, 43.50 de área privativa, 89.90 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444404373420
 8444428331794 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA ASTORGA, N. 36, ;277.000,00;277.000,00;0.00;Casa, 42.05 de área total, 42.05 de área privativa, 108.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428331794
 8444428452516 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA TELEMACO BORBA, N. 09, LT 04 QD 03 UN 03 N 11 C ;280.000,00;280.000,00;0.00;Casa, 48.00 de área total, 48.00 de área privativa, 153.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428452516
 8444430183292 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;AVENIDA RIO AMAZONAS, N. 3341, CASA 296 ;220.000,00;220.000,00;0.00;Casa, 43.00 de área total, 43.00 de área privativa, 69.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444430183292
 8555534141997 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA JAGUARIAIVA, N. 1490, CS 122 ;215.000,00;215.000,00;0.00;Casa, 39.60 de área total, 39.60 de área privativa, 90.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555534141997
 8555537184751 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;AVENIDA SAO PAULO, N. 132, UN 17 LT 53-A1F ;246.000,00;246.000,00;0.00;Casa, 0.00 de área total, 42.00 de área privativa, 99.36 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537184751
 8787704815676 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA MACAPA, N. 136, Apto 01, BL 03 ;195.000,00;195.000,00;0.00;Apartamento, 48.74 de área total, 45.50 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704815676
 8787706054036 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA MANAUS, N. 33, Apto 05, BL 22 VG 39 ;195.000,00;195.000,00;0.00;Apartamento, 0.00 de área total, 45.50 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787706054036
 8444411804929 ;PR ;FAZENDA RIO GRANDE ;IGUACU ;RUA RIO OIAPOQUE, N. 1381, UN 01 ;280.000,00;280.000,00;0.00;Sobrado, 0.00 de área total, 70.35 de área privativa, 124.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444411804929
 1444419591799 ;PR ;FAZENDA RIO GRANDE ;NACOES ;RUA AFRICA DO SUL, N. 324, CS 02 ;320.000,00;320.000,00;0.00;Casa, 0.00 de área total, 57.00 de área privativa, 120.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419591799
 8555525940688 ;PR ;FAZENDA RIO GRANDE ;NACOES ;RUA SERVIA, N. 800, CS 37 ;167.000,00;167.000,00;0.00;Casa, 0.00 de área total, 38.60 de área privativa, 124.20 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555525940688
 8555532468719 ;PR ;FAZENDA RIO GRANDE ;SANTA TEREZINHA ;RUA SANTA RITA DE CASSIA, N. 2209, CS 92 ;209.000,00;209.000,00;0.00;Casa, 39.60 de área total, 39.60 de área privativa, 187.18 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555532468719
 8555535060290 ;PR ;FAZENDA RIO GRANDE ;SANTA TEREZINHA ;AVENIDA NOSSA SENHORA APARECIDA, N. 2633, Apto 12, BL 08 ;190.000,00;190.000,00;0.00;Apartamento, 145.74 de área total, 42.53 de área privativa, 0.00 de área do terreno,  2 qto(s), varanda, a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535060290
 8444407371401 ;PR ;FAZENDA RIO GRANDE ;VENEZA ;RUA NOEL ROSA, N. 280, CS 03 ;276.000,00;276.000,00;0.00;Casa, 0.00 de área total, 45.75 de área privativa, 91.50 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407371401
 8444428600574 ;PR ;FAZENDA RIO GRANDE ;Jd Sol Levante ;RUA BIGUA, N. 1906, Apto 16, 24 BL B QD 09 LT 39A VG16 ;175.087,72;174.000,00;0.00;Apartamento, 53.13 de área total, 42.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444428600574
 1444419853629 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;AVENIDA PARANA, N. 4351, CASA 22 ;242.249,33;230.000,00;0.00;Casa, 44.60 de área total, 44.60 de área privativa, 72.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444419853629
 1444420503865 ;PR ;FAZENDA RIO GRANDE ;ESTADOS ;RUA PERNAMBUCO, N. 852, CS 21 ;255.930,35;220.000,00;0.00;Casa, 40.80 de área total, 40.80 de área privativa, 119.68 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420503865
 8444418429651 ;PR ;FLORAI ;CENTRO ;RUA MAURO TRISSOLDI, N. 76, LT 07, QD 13 ;73.881,96;137.883,83;46.42;Casa, 0.00 de área total, 45.32 de área privativa, 170.87 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444418429651
 8787702526588 ;PR ;FLORAI ;RES VILA RICA ; R OSMIR ANTONIO SIQUEIRA, N. 79, QD 06, LT 08 ;59.171,16;109.000,00;45.72;Casa, 0.00 de área total, 45.13 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702526588
 8787704657906 ;PR ;FLORAI ;RES VILA RICA ; RUA ADELINO GUZELA, N. 60, LT 17 QD 07 ;62.856,87;110.000,00;42.86;Casa, 45.13 de área total, 45.13 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704657906
 8444413619029 ;PR ;FLORAI ;CENTRO ; RUA PIONEIRO JULIO CONTIN, N. 294, QD.06 LT.07-REM ;85.477,60;146.000,00;41.46;Casa, 0.00 de área total, 60.78 de área privativa, 160.25 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413619029
 8444422296229 ;PR ;FLORESTA ;FLORESTA ;R PIONEIRO F MARANGONI, N. 1620A, CASA A ;103.111,46;174.000,00;40.75;Casa, 0.00 de área total, 67.80 de área privativa, 139.74 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422296229
 8444419714716 ;PR ;FLORESTA ;FLORESTA ;RUA PIONEIRO JOSE E LOPES, N. 1384, CS A LT 03 QD 42 ;182.000,00;182.000,00;0.00;Casa, 66.00 de área total, 66.00 de área privativa, 150.66 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419714716
